Wavelength [um]	   Norm. Transmission [%]
13.182	     0.001631
13.183	     0.001618
13.184	     0.001604
13.185	     0.001590
13.186	     0.001576
13.187	     0.001561
13.188	     0.001547
13.189	     0.001532
13.190	     0.001516
13.191	     0.001501
13.192	     0.001485
13.193	     0.001470
13.194	     0.001453
13.195	     0.001437
13.196	     0.001420
13.197	     0.001402
13.198	     0.001384
13.199	     0.001366
13.200	     0.001348
13.201	     0.001330
13.202	     0.001311
13.203	     0.001293
13.204	     0.001274
13.205	     0.001255
13.206	     0.001237
13.207	     0.001218
13.208	     0.001200
13.209	     0.001181
13.210	     0.001163
13.211	     0.001145
13.212	     0.001127
13.213	     0.001108
13.214	     0.001090
13.215	     0.001071
13.216	     0.001053
13.217	     0.001034
13.218	     0.001015
13.219	     0.000997
13.220	     0.000978
13.221	     0.000960
13.222	     0.000942
13.223	     0.000924
13.224	     0.000907
13.225	     0.000890
13.226	     0.000873
13.227	     0.000856
13.228	     0.000840
13.229	     0.000825
13.230	     0.000809
13.231	     0.000793
13.232	     0.000778
13.233	     0.000763
13.234	     0.000748
13.235	     0.000734
13.236	     0.000719
13.237	     0.000705
13.238	     0.000691
13.239	     0.000678
13.240	     0.000665
13.241	     0.000652
13.242	     0.000640
13.243	     0.000627
13.244	     0.000616
13.245	     0.000604
13.246	     0.000593
13.247	     0.000583
13.248	     0.000573
13.249	     0.000563
13.250	     0.000554
13.251	     0.000545
13.252	     0.000536
13.253	     0.000528
13.254	     0.000519
13.255	     0.000512
13.256	     0.000504
13.257	     0.000497
13.258	     0.000489
13.259	     0.000482
13.260	     0.000475
13.261	     0.000468
13.262	     0.000462
13.263	     0.000455
13.264	     0.000449
13.265	     0.000443
13.266	     0.000438
13.267	     0.000432
13.268	     0.000427
13.269	     0.000422
13.270	     0.000418
13.271	     0.000413
13.272	     0.000409
13.273	     0.000404
13.274	     0.000400
13.275	     0.000396
13.276	     0.000392
13.277	     0.000387
13.278	     0.000383
13.279	     0.000378
13.280	     0.000373
13.281	     0.000368
13.282	     0.000364
13.283	     0.000359
13.284	     0.000354
13.285	     0.000350
13.286	     0.000345
13.287	     0.000340
13.288	     0.000336
13.289	     0.000331
13.290	     0.000326
13.291	     0.000322
13.292	     0.000317
13.293	     0.000312
13.294	     0.000307
13.295	     0.000301
13.296	     0.000296
13.297	     0.000290
13.298	     0.000284
13.299	     0.000278
13.300	     0.000272
13.301	     0.000266
13.302	     0.000259
13.303	     0.000253
13.304	     0.000246
13.305	     0.000239
13.306	     0.000232
13.307	     0.000225
13.308	     0.000218
13.309	     0.000211
13.310	     0.000204
13.311	     0.000197
13.312	     0.000189
13.313	     0.000182
13.314	     0.000175
13.315	     0.000168
13.316	     0.000161
13.317	     0.000154
13.318	     0.000147
13.319	     0.000140
13.320	     0.000132
13.321	     0.000125
13.322	     0.000117
13.323	     0.000110
13.324	     0.000102
13.325	     0.000095
13.326	     0.000087
13.327	     0.000080
13.328	     0.000073
13.329	     0.000066
13.330	     0.000060
13.331	     0.000054
13.332	     0.000048
13.333	     0.000042
13.334	     0.000037
13.335	     0.000032
13.336	     0.000027
13.337	     0.000022
13.338	     0.000018
13.339	     0.000013
13.340	     0.000009
13.341	     0.000005
13.342	     0.000001
13.343	     -0.000003
13.344	     -0.000006
13.345	     -0.000009
13.346	     -0.000012
13.347	     -0.000014
13.348	     -0.000016
13.349	     -0.000018
13.350	     -0.000019
13.351	     -0.000020
13.352	     -0.000021
13.353	     -0.000021
13.354	     -0.000020
13.355	     -0.000019
13.356	     -0.000018
13.357	     -0.000017
13.358	     -0.000015
13.359	     -0.000013
13.360	     -0.000010
13.361	     -0.000008
13.362	     -0.000005
13.363	     -0.000002
13.364	     0.000002
13.365	     0.000005
13.366	     0.000009
13.367	     0.000013
13.368	     0.000017
13.369	     0.000021
13.370	     0.000025
13.371	     0.000030
13.372	     0.000035
13.373	     0.000040
13.374	     0.000046
13.375	     0.000052
13.376	     0.000058
13.377	     0.000065
13.378	     0.000071
13.379	     0.000078
13.380	     0.000084
13.381	     0.000091
13.382	     0.000097
13.383	     0.000104
13.384	     0.000110
13.385	     0.000116
13.386	     0.000122
13.387	     0.000128
13.388	     0.000133
13.389	     0.000139
13.390	     0.000145
13.391	     0.000151
13.392	     0.000156
13.393	     0.000162
13.394	     0.000168
13.395	     0.000174
13.396	     0.000179
13.397	     0.000185
13.398	     0.000190
13.399	     0.000195
13.400	     0.000200
13.401	     0.000205
13.402	     0.000209
13.403	     0.000213
13.404	     0.000217
13.405	     0.000221
13.406	     0.000224
13.407	     0.000227
13.408	     0.000230
13.409	     0.000232
13.410	     0.000235
13.411	     0.000237
13.412	     0.000239
13.413	     0.000241
13.414	     0.000242
13.415	     0.000244
13.416	     0.000245
13.417	     0.000246
13.418	     0.000247
13.419	     0.000248
13.420	     0.000248
13.421	     0.000249
13.422	     0.000249
13.423	     0.000249
13.424	     0.000249
13.425	     0.000248
13.426	     0.000247
13.427	     0.000246
13.428	     0.000245
13.429	     0.000244
13.430	     0.000242
13.431	     0.000241
13.432	     0.000239
13.433	     0.000237
13.434	     0.000235
13.435	     0.000233
13.436	     0.000231
13.437	     0.000228
13.438	     0.000226
13.439	     0.000224
13.440	     0.000221
13.441	     0.000219
13.442	     0.000216
13.443	     0.000214
13.444	     0.000211
13.445	     0.000209
13.446	     0.000206
13.447	     0.000203
13.448	     0.000200
13.449	     0.000197
13.450	     0.000194
13.451	     0.000190
13.452	     0.000187
13.453	     0.000184
13.454	     0.000180
13.455	     0.000177
13.456	     0.000173
13.457	     0.000170
13.458	     0.000166
13.459	     0.000163
13.460	     0.000159
13.461	     0.000155
13.462	     0.000151
13.463	     0.000148
13.464	     0.000144
13.465	     0.000140
13.466	     0.000136
13.467	     0.000132
13.468	     0.000128
13.469	     0.000124
13.470	     0.000120
13.471	     0.000115
13.472	     0.000111
13.473	     0.000106
13.474	     0.000101
13.475	     0.000096
13.476	     0.000091
13.477	     0.000085
13.478	     0.000079
13.479	     0.000073
13.480	     0.000068
13.481	     0.000061
13.482	     0.000055
13.483	     0.000049
13.484	     0.000042
13.485	     0.000036
13.486	     0.000029
13.487	     0.000022
13.488	     0.000015
13.489	     0.000007
13.490	     0.000000
13.491	     -0.000008
13.492	     -0.000015
13.493	     -0.000023
13.494	     -0.000032
13.495	     -0.000040
13.496	     -0.000049
13.497	     -0.000058
13.498	     -0.000067
13.499	     -0.000076
13.500	     -0.000086
13.501	     -0.000096
13.502	     -0.000106
13.503	     -0.000116
13.504	     -0.000126
13.505	     -0.000137
13.506	     -0.000147
13.507	     -0.000158
13.508	     -0.000168
13.509	     -0.000179
13.510	     -0.000190
13.511	     -0.000200
13.512	     -0.000210
13.513	     -0.000221
13.514	     -0.000231
13.515	     -0.000241
13.516	     -0.000252
13.517	     -0.000263
13.518	     -0.000274
13.519	     -0.000285
13.520	     -0.000296
13.521	     -0.000307
13.522	     -0.000318
13.523	     -0.000328
13.524	     -0.000339
13.525	     -0.000350
13.526	     -0.000360
13.527	     -0.000370
13.528	     -0.000379
13.529	     -0.000389
13.530	     -0.000397
13.531	     -0.000406
13.532	     -0.000414
13.533	     -0.000421
13.534	     -0.000429
13.535	     -0.000436
13.536	     -0.000443
13.537	     -0.000450
13.538	     -0.000457
13.539	     -0.000463
13.540	     -0.000469
13.541	     -0.000475
13.542	     -0.000480
13.543	     -0.000485
13.544	     -0.000489
13.545	     -0.000493
13.546	     -0.000497
13.547	     -0.000500
13.548	     -0.000503
13.549	     -0.000505
13.550	     -0.000506
13.551	     -0.000507
13.552	     -0.000507
13.553	     -0.000506
13.554	     -0.000506
13.555	     -0.000504
13.556	     -0.000503
13.557	     -0.000500
13.558	     -0.000498
13.559	     -0.000495
13.560	     -0.000491
13.561	     -0.000487
13.562	     -0.000483
13.563	     -0.000478
13.564	     -0.000473
13.565	     -0.000468
13.566	     -0.000462
13.567	     -0.000455
13.568	     -0.000449
13.569	     -0.000442
13.570	     -0.000434
13.571	     -0.000426
13.572	     -0.000418
13.573	     -0.000408
13.574	     -0.000399
13.575	     -0.000389
13.576	     -0.000378
13.577	     -0.000367
13.578	     -0.000356
13.579	     -0.000345
13.580	     -0.000334
13.581	     -0.000322
13.582	     -0.000310
13.583	     -0.000298
13.584	     -0.000286
13.585	     -0.000275
13.586	     -0.000263
13.587	     -0.000251
13.588	     -0.000239
13.589	     -0.000227
13.590	     -0.000215
13.591	     -0.000202
13.592	     -0.000189
13.593	     -0.000176
13.594	     -0.000162
13.595	     -0.000149
13.596	     -0.000136
13.597	     -0.000122
13.598	     -0.000109
13.599	     -0.000096
13.600	     -0.000083
13.601	     -0.000070
13.602	     -0.000058
13.603	     -0.000045
13.604	     -0.000034
13.605	     -0.000023
13.606	     -0.000012
13.607	     -0.000001
13.608	     0.000010
13.609	     0.000020
13.610	     0.000031
13.611	     0.000041
13.612	     0.000051
13.613	     0.000061
13.614	     0.000071
13.615	     0.000080
13.616	     0.000089
13.617	     0.000098
13.618	     0.000107
13.619	     0.000115
13.620	     0.000122
13.621	     0.000130
13.622	     0.000137
13.623	     0.000143
13.624	     0.000149
13.625	     0.000154
13.626	     0.000159
13.627	     0.000164
13.628	     0.000168
13.629	     0.000172
13.630	     0.000176
13.631	     0.000179
13.632	     0.000182
13.633	     0.000184
13.634	     0.000186
13.635	     0.000188
13.636	     0.000190
13.637	     0.000191
13.638	     0.000192
13.639	     0.000192
13.640	     0.000192
13.641	     0.000192
13.642	     0.000192
13.643	     0.000191
13.644	     0.000190
13.645	     0.000188
13.646	     0.000186
13.647	     0.000184
13.648	     0.000181
13.649	     0.000178
13.650	     0.000174
13.651	     0.000171
13.652	     0.000167
13.653	     0.000162
13.654	     0.000158
13.655	     0.000153
13.656	     0.000149
13.657	     0.000144
13.658	     0.000139
13.659	     0.000133
13.660	     0.000128
13.661	     0.000123
13.662	     0.000118
13.663	     0.000112
13.664	     0.000106
13.665	     0.000100
13.666	     0.000094
13.667	     0.000087
13.668	     0.000080
13.669	     0.000074
13.670	     0.000067
13.671	     0.000060
13.672	     0.000052
13.673	     0.000045
13.674	     0.000038
13.675	     0.000031
13.676	     0.000024
13.677	     0.000016
13.678	     0.000009
13.679	     0.000002
13.680	     -0.000004
13.681	     -0.000011
13.682	     -0.000018
13.683	     -0.000025
13.684	     -0.000032
13.685	     -0.000039
13.686	     -0.000046
13.687	     -0.000053
13.688	     -0.000060
13.689	     -0.000067
13.690	     -0.000074
13.691	     -0.000081
13.692	     -0.000088
13.693	     -0.000095
13.694	     -0.000102
13.695	     -0.000109
13.696	     -0.000115
13.697	     -0.000121
13.698	     -0.000128
13.699	     -0.000134
13.700	     -0.000140
13.701	     -0.000146
13.702	     -0.000152
13.703	     -0.000158
13.704	     -0.000163
13.705	     -0.000169
13.706	     -0.000175
13.707	     -0.000180
13.708	     -0.000186
13.709	     -0.000191
13.710	     -0.000196
13.711	     -0.000201
13.712	     -0.000206
13.713	     -0.000211
13.714	     -0.000216
13.715	     -0.000220
13.716	     -0.000225
13.717	     -0.000229
13.718	     -0.000233
13.719	     -0.000237
13.720	     -0.000241
13.721	     -0.000245
13.722	     -0.000248
13.723	     -0.000252
13.724	     -0.000256
13.725	     -0.000259
13.726	     -0.000262
13.727	     -0.000265
13.728	     -0.000268
13.729	     -0.000271
13.730	     -0.000273
13.731	     -0.000276
13.732	     -0.000278
13.733	     -0.000280
13.734	     -0.000282
13.735	     -0.000283
13.736	     -0.000284
13.737	     -0.000285
13.738	     -0.000286
13.739	     -0.000287
13.740	     -0.000288
13.741	     -0.000288
13.742	     -0.000288
13.743	     -0.000288
13.744	     -0.000288
13.745	     -0.000288
13.746	     -0.000287
13.747	     -0.000287
13.748	     -0.000286
13.749	     -0.000284
13.750	     -0.000283
13.751	     -0.000281
13.752	     -0.000279
13.753	     -0.000277
13.754	     -0.000274
13.755	     -0.000271
13.756	     -0.000268
13.757	     -0.000264
13.758	     -0.000260
13.759	     -0.000256
13.760	     -0.000252
13.761	     -0.000247
13.762	     -0.000242
13.763	     -0.000237
13.764	     -0.000232
13.765	     -0.000226
13.766	     -0.000220
13.767	     -0.000214
13.768	     -0.000208
13.769	     -0.000201
13.770	     -0.000194
13.771	     -0.000187
13.772	     -0.000180
13.773	     -0.000172
13.774	     -0.000165
13.775	     -0.000157
13.776	     -0.000148
13.777	     -0.000139
13.778	     -0.000130
13.779	     -0.000121
13.780	     -0.000111
13.781	     -0.000102
13.782	     -0.000092
13.783	     -0.000081
13.784	     -0.000071
13.785	     -0.000060
13.786	     -0.000050
13.787	     -0.000039
13.788	     -0.000028
13.789	     -0.000017
13.790	     -0.000006
13.791	     0.000005
13.792	     0.000016
13.793	     0.000026
13.794	     0.000037
13.795	     0.000048
13.796	     0.000060
13.797	     0.000071
13.798	     0.000083
13.799	     0.000095
13.800	     0.000107
13.801	     0.000119
13.802	     0.000131
13.803	     0.000143
13.804	     0.000155
13.805	     0.000166
13.806	     0.000178
13.807	     0.000190
13.808	     0.000201
13.809	     0.000212
13.810	     0.000223
13.811	     0.000233
13.812	     0.000244
13.813	     0.000254
13.814	     0.000263
13.815	     0.000273
13.816	     0.000283
13.817	     0.000293
13.818	     0.000303
13.819	     0.000312
13.820	     0.000321
13.821	     0.000330
13.822	     0.000339
13.823	     0.000348
13.824	     0.000356
13.825	     0.000364
13.826	     0.000372
13.827	     0.000379
13.828	     0.000386
13.829	     0.000393
13.830	     0.000399
13.831	     0.000405
13.832	     0.000410
13.833	     0.000415
13.834	     0.000420
13.835	     0.000424
13.836	     0.000428
13.837	     0.000432
13.838	     0.000435
13.839	     0.000438
13.840	     0.000441
13.841	     0.000444
13.842	     0.000446
13.843	     0.000447
13.844	     0.000449
13.845	     0.000450
13.846	     0.000451
13.847	     0.000451
13.848	     0.000451
13.849	     0.000451
13.850	     0.000450
13.851	     0.000449
13.852	     0.000448
13.853	     0.000446
13.854	     0.000444
13.855	     0.000441
13.856	     0.000439
13.857	     0.000435
13.858	     0.000432
13.859	     0.000428
13.860	     0.000423
13.861	     0.000419
13.862	     0.000414
13.863	     0.000409
13.864	     0.000404
13.865	     0.000399
13.866	     0.000393
13.867	     0.000387
13.868	     0.000381
13.869	     0.000375
13.870	     0.000369
13.871	     0.000363
13.872	     0.000356
13.873	     0.000349
13.874	     0.000341
13.875	     0.000334
13.876	     0.000326
13.877	     0.000318
13.878	     0.000309
13.879	     0.000301
13.880	     0.000292
13.881	     0.000284
13.882	     0.000275
13.883	     0.000266
13.884	     0.000257
13.885	     0.000248
13.886	     0.000239
13.887	     0.000230
13.888	     0.000221
13.889	     0.000212
13.890	     0.000203
13.891	     0.000194
13.892	     0.000185
13.893	     0.000176
13.894	     0.000166
13.895	     0.000157
13.896	     0.000147
13.897	     0.000138
13.898	     0.000128
13.899	     0.000118
13.900	     0.000109
13.901	     0.000099
13.902	     0.000090
13.903	     0.000080
13.904	     0.000071
13.905	     0.000061
13.906	     0.000052
13.907	     0.000043
13.908	     0.000034
13.909	     0.000026
13.910	     0.000017
13.911	     0.000008
13.912	     -0.000001
13.913	     -0.000009
13.914	     -0.000018
13.915	     -0.000027
13.916	     -0.000035
13.917	     -0.000044
13.918	     -0.000052
13.919	     -0.000060
13.920	     -0.000069
13.921	     -0.000077
13.922	     -0.000085
13.923	     -0.000093
13.924	     -0.000100
13.925	     -0.000108
13.926	     -0.000115
13.927	     -0.000123
13.928	     -0.000130
13.929	     -0.000137
13.930	     -0.000143
13.931	     -0.000150
13.932	     -0.000157
13.933	     -0.000163
13.934	     -0.000170
13.935	     -0.000176
13.936	     -0.000182
13.937	     -0.000188
13.938	     -0.000194
13.939	     -0.000200
13.940	     -0.000206
13.941	     -0.000211
13.942	     -0.000217
13.943	     -0.000222
13.944	     -0.000227
13.945	     -0.000232
13.946	     -0.000236
13.947	     -0.000241
13.948	     -0.000245
13.949	     -0.000249
13.950	     -0.000253
13.951	     -0.000257
13.952	     -0.000261
13.953	     -0.000264
13.954	     -0.000268
13.955	     -0.000271
13.956	     -0.000274
13.957	     -0.000277
13.958	     -0.000280
13.959	     -0.000282
13.960	     -0.000285
13.961	     -0.000287
13.962	     -0.000290
13.963	     -0.000292
13.964	     -0.000294
13.965	     -0.000295
13.966	     -0.000297
13.967	     -0.000298
13.968	     -0.000300
13.969	     -0.000301
13.970	     -0.000302
13.971	     -0.000303
13.972	     -0.000303
13.973	     -0.000304
13.974	     -0.000304
13.975	     -0.000304
13.976	     -0.000304
13.977	     -0.000304
13.978	     -0.000304
13.979	     -0.000304
13.980	     -0.000303
13.981	     -0.000303
13.982	     -0.000302
13.983	     -0.000302
13.984	     -0.000301
13.985	     -0.000300
13.986	     -0.000299
13.987	     -0.000298
13.988	     -0.000297
13.989	     -0.000295
13.990	     -0.000294
13.991	     -0.000292
13.992	     -0.000291
13.993	     -0.000289
13.994	     -0.000287
13.995	     -0.000285
13.996	     -0.000283
13.997	     -0.000281
13.998	     -0.000279
13.999	     -0.000276
14.000	     -0.000274
