Wavelength [um]	   Norm. Transmission [%]
10.388	     0.957458
10.389	     0.958547
10.390	     0.959617
10.391	     0.960669
10.392	     0.961703
10.393	     0.962720
10.394	     0.963720
10.395	     0.964704
10.396	     0.965671
10.397	     0.966620
10.398	     0.967549
10.399	     0.968461
10.400	     0.969356
10.401	     0.970234
10.402	     0.971096
10.403	     0.971943
10.404	     0.972774
10.405	     0.973591
10.406	     0.974393
10.407	     0.975180
10.408	     0.975951
10.409	     0.976705
10.410	     0.977443
10.411	     0.978167
10.412	     0.978876
10.413	     0.979570
10.414	     0.980251
10.415	     0.980918
10.416	     0.981572
10.417	     0.982214
10.418	     0.982841
10.419	     0.983453
10.420	     0.984051
10.421	     0.984635
10.422	     0.985206
10.423	     0.985763
10.424	     0.986308
10.425	     0.986841
10.426	     0.987363
10.427	     0.987873
10.428	     0.988372
10.429	     0.988859
10.430	     0.989332
10.431	     0.989794
10.432	     0.990243
10.433	     0.990681
10.434	     0.991107
10.435	     0.991521
10.436	     0.991925
10.437	     0.992317
10.438	     0.992699
10.439	     0.993070
10.440	     0.993429
10.441	     0.993776
10.442	     0.994111
10.443	     0.994435
10.444	     0.994748
10.445	     0.995051
10.446	     0.995344
10.447	     0.995628
10.448	     0.995902
10.449	     0.996167
10.450	     0.996423
10.451	     0.996669
10.452	     0.996905
10.453	     0.997131
10.454	     0.997348
10.455	     0.997554
10.456	     0.997752
10.457	     0.997940
10.458	     0.998120
10.459	     0.998291
10.460	     0.998454
10.461	     0.998607
10.462	     0.998750
10.463	     0.998884
10.464	     0.999008
10.465	     0.999123
10.466	     0.999230
10.467	     0.999329
10.468	     0.999421
10.469	     0.999505
10.470	     0.999584
10.471	     0.999656
10.472	     0.999723
10.473	     0.999781
10.474	     0.999833
10.475	     0.999877
10.476	     0.999914
10.477	     0.999944
10.478	     0.999968
10.479	     0.999985
10.480	     0.999995
10.481	     1.000000
10.482	     0.999999
10.483	     0.999991
10.484	     0.999975
10.485	     0.999952
10.486	     0.999923
10.487	     0.999887
10.488	     0.999846
10.489	     0.999798
10.490	     0.999746
10.491	     0.999690
10.492	     0.999629
10.493	     0.999564
10.494	     0.999496
10.495	     0.999422
10.496	     0.999344
10.497	     0.999261
10.498	     0.999173
10.499	     0.999080
10.500	     0.998983
10.501	     0.998881
10.502	     0.998774
10.503	     0.998664
10.504	     0.998548
10.505	     0.998428
10.506	     0.998302
10.507	     0.998171
10.508	     0.998035
10.509	     0.997894
10.510	     0.997749
10.511	     0.997601
10.512	     0.997449
10.513	     0.997294
10.514	     0.997137
10.515	     0.996977
10.516	     0.996815
10.517	     0.996650
10.518	     0.996482
10.519	     0.996310
10.520	     0.996135
10.521	     0.995957
10.522	     0.995776
10.523	     0.995592
10.524	     0.995406
10.525	     0.995217
10.526	     0.995025
10.527	     0.994830
10.528	     0.994632
10.529	     0.994430
10.530	     0.994225
10.531	     0.994017
10.532	     0.993807
10.533	     0.993594
10.534	     0.993380
10.535	     0.993164
10.536	     0.992947
10.537	     0.992729
10.538	     0.992510
10.539	     0.992290
10.540	     0.992068
10.541	     0.991844
10.542	     0.991619
10.543	     0.991392
10.544	     0.991163
10.545	     0.990933
10.546	     0.990701
10.547	     0.990468
10.548	     0.990233
10.549	     0.989997
10.550	     0.989758
10.551	     0.989517
10.552	     0.989275
10.553	     0.989030
10.554	     0.988785
10.555	     0.988538
10.556	     0.988290
10.557	     0.988042
10.558	     0.987793
10.559	     0.987545
10.560	     0.987296
10.561	     0.987046
10.562	     0.986795
10.563	     0.986544
10.564	     0.986292
10.565	     0.986039
10.566	     0.985786
10.567	     0.985532
10.568	     0.985278
10.569	     0.985024
10.570	     0.984770
10.571	     0.984516
10.572	     0.984262
10.573	     0.984007
10.574	     0.983751
10.575	     0.983495
10.576	     0.983240
10.577	     0.982984
10.578	     0.982728
10.579	     0.982472
10.580	     0.982217
10.581	     0.981963
10.582	     0.981710
10.583	     0.981457
10.584	     0.981205
10.585	     0.980953
10.586	     0.980702
10.587	     0.980451
10.588	     0.980201
10.589	     0.979951
10.590	     0.979700
10.591	     0.979450
10.592	     0.979200
10.593	     0.978950
10.594	     0.978699
10.595	     0.978449
10.596	     0.978199
10.597	     0.977949
10.598	     0.977699
10.599	     0.977449
10.600	     0.977199
10.601	     0.976949
10.602	     0.976699
10.603	     0.976448
10.604	     0.976198
10.605	     0.975946
10.606	     0.975695
10.607	     0.975443
10.608	     0.975192
10.609	     0.974940
10.610	     0.974688
10.611	     0.974435
10.612	     0.974183
10.613	     0.973929
10.614	     0.973676
10.615	     0.973422
10.616	     0.973167
10.617	     0.972912
10.618	     0.972657
10.619	     0.972401
10.620	     0.972144
10.621	     0.971888
10.622	     0.971631
10.623	     0.971373
10.624	     0.971115
10.625	     0.970857
10.626	     0.970598
10.627	     0.970340
10.628	     0.970080
10.629	     0.969821
10.630	     0.969561
10.631	     0.969301
10.632	     0.969040
10.633	     0.968779
10.634	     0.968517
10.635	     0.968255
10.636	     0.967993
10.637	     0.967730
10.638	     0.967466
10.639	     0.967201
10.640	     0.966936
10.641	     0.966671
10.642	     0.966404
10.643	     0.966138
10.644	     0.965871
10.645	     0.965603
10.646	     0.965335
10.647	     0.965066
10.648	     0.964797
10.649	     0.964527
10.650	     0.964257
10.651	     0.963986
10.652	     0.963714
10.653	     0.963441
10.654	     0.963167
10.655	     0.962893
10.656	     0.962619
10.657	     0.962345
10.658	     0.962072
10.659	     0.961799
10.660	     0.961526
10.661	     0.961254
10.662	     0.960982
10.663	     0.960710
10.664	     0.960436
10.665	     0.960163
10.666	     0.959890
10.667	     0.959618
10.668	     0.959347
10.669	     0.959078
10.670	     0.958811
10.671	     0.958547
10.672	     0.958286
10.673	     0.958028
10.674	     0.957770
10.675	     0.957512
10.676	     0.957256
10.677	     0.957002
10.678	     0.956750
10.679	     0.956502
10.680	     0.956257
10.681	     0.956016
10.682	     0.955781
10.683	     0.955551
10.684	     0.955327
10.685	     0.955106
10.686	     0.954889
10.687	     0.954674
10.688	     0.954464
10.689	     0.954259
10.690	     0.954058
10.691	     0.953863
10.692	     0.953674
10.693	     0.953492
10.694	     0.953317
10.695	     0.953149
10.696	     0.952989
10.697	     0.952835
10.698	     0.952686
10.699	     0.952543
10.700	     0.952407
10.701	     0.952277
10.702	     0.952154
10.703	     0.952038
10.704	     0.951929
10.705	     0.951827
10.706	     0.951733
10.707	     0.951647
10.708	     0.951568
10.709	     0.951497
10.710	     0.951433
10.711	     0.951376
10.712	     0.951326
10.713	     0.951283
10.714	     0.951247
10.715	     0.951216
10.716	     0.951192
10.717	     0.951174
10.718	     0.951161
10.719	     0.951155
10.720	     0.951156
10.721	     0.951165
10.722	     0.951180
10.723	     0.951202
10.724	     0.951229
10.725	     0.951261
10.726	     0.951298
10.727	     0.951339
10.728	     0.951384
10.729	     0.951431
10.730	     0.951481
10.731	     0.951537
10.732	     0.951598
10.733	     0.951664
10.734	     0.951735
10.735	     0.951809
10.736	     0.951887
10.737	     0.951967
10.738	     0.952050
10.739	     0.952134
10.740	     0.952220
10.741	     0.952306
10.742	     0.952394
10.743	     0.952485
10.744	     0.952578
10.745	     0.952674
10.746	     0.952773
10.747	     0.952872
10.748	     0.952974
10.749	     0.953076
10.750	     0.953179
10.751	     0.953282
10.752	     0.953385
10.753	     0.953487
10.754	     0.953590
10.755	     0.953694
10.756	     0.953800
10.757	     0.953905
10.758	     0.954012
10.759	     0.954118
10.760	     0.954226
10.761	     0.954333
10.762	     0.954440
10.763	     0.954547
10.764	     0.954653
10.765	     0.954760
10.766	     0.954867
10.767	     0.954973
10.768	     0.955081
10.769	     0.955188
10.770	     0.955295
10.771	     0.955402
10.772	     0.955509
10.773	     0.955615
10.774	     0.955722
10.775	     0.955827
10.776	     0.955932
10.777	     0.956037
10.778	     0.956141
10.779	     0.956246
10.780	     0.956350
10.781	     0.956454
10.782	     0.956558
10.783	     0.956660
10.784	     0.956763
10.785	     0.956864
10.786	     0.956965
10.787	     0.957065
10.788	     0.957163
10.789	     0.957262
10.790	     0.957360
10.791	     0.957458
10.792	     0.957554
10.793	     0.957650
10.794	     0.957746
10.795	     0.957840
10.796	     0.957933
10.797	     0.958024
10.798	     0.958115
10.799	     0.958203
10.800	     0.958291
10.801	     0.958377
10.802	     0.958462
10.803	     0.958546
10.804	     0.958629
10.805	     0.958710
10.806	     0.958791
10.807	     0.958869
10.808	     0.958947
10.809	     0.959023
10.810	     0.959097
10.811	     0.959170
10.812	     0.959241
10.813	     0.959311
10.814	     0.959380
10.815	     0.959447
10.816	     0.959513
10.817	     0.959578
10.818	     0.959640
10.819	     0.959701
10.820	     0.959761
10.821	     0.959818
10.822	     0.959874
10.823	     0.959928
10.824	     0.959980
10.825	     0.960031
10.826	     0.960080
10.827	     0.960127
10.828	     0.960173
10.829	     0.960217
10.830	     0.960259
10.831	     0.960298
10.832	     0.960336
10.833	     0.960371
10.834	     0.960404
10.835	     0.960435
10.836	     0.960464
10.837	     0.960491
10.838	     0.960517
10.839	     0.960540
10.840	     0.960561
10.841	     0.960580
10.842	     0.960596
10.843	     0.960610
10.844	     0.960620
10.845	     0.960629
10.846	     0.960634
10.847	     0.960636
10.848	     0.960636
10.849	     0.960633
10.850	     0.960627
10.851	     0.960619
10.852	     0.960608
10.853	     0.960595
10.854	     0.960579
10.855	     0.960561
10.856	     0.960540
10.857	     0.960517
10.858	     0.960491
10.859	     0.960463
10.860	     0.960431
10.861	     0.960396
10.862	     0.960358
10.863	     0.960319
10.864	     0.960277
10.865	     0.960233
10.866	     0.960188
10.867	     0.960141
10.868	     0.960094
10.869	     0.960046
10.870	     0.959998
10.871	     0.959946
10.872	     0.959893
10.873	     0.959837
10.874	     0.959780
10.875	     0.959722
10.876	     0.959663
10.877	     0.959604
10.878	     0.959546
10.879	     0.959489
10.880	     0.959433
10.881	     0.959379
10.882	     0.959327
10.883	     0.959274
10.884	     0.959221
10.885	     0.959168
10.886	     0.959116
10.887	     0.959065
10.888	     0.959015
10.889	     0.958967
10.890	     0.958921
10.891	     0.958878
10.892	     0.958838
10.893	     0.958802
10.894	     0.958769
10.895	     0.958738
10.896	     0.958710
10.897	     0.958684
10.898	     0.958660
10.899	     0.958639
10.900	     0.958620
10.901	     0.958604
10.902	     0.958591
10.903	     0.958580
10.904	     0.958573
10.905	     0.958568
10.906	     0.958567
10.907	     0.958570
10.908	     0.958576
10.909	     0.958585
10.910	     0.958597
10.911	     0.958611
10.912	     0.958628
10.913	     0.958646
10.914	     0.958667
10.915	     0.958688
10.916	     0.958711
10.917	     0.958735
10.918	     0.958762
10.919	     0.958791
10.920	     0.958823
10.921	     0.958857
10.922	     0.958893
10.923	     0.958930
10.924	     0.958968
10.925	     0.959007
10.926	     0.959045
10.927	     0.959082
10.928	     0.959118
10.929	     0.959152
10.930	     0.959186
10.931	     0.959221
10.932	     0.959257
10.933	     0.959293
10.934	     0.959328
10.935	     0.959363
10.936	     0.959397
10.937	     0.959429
10.938	     0.959459
10.939	     0.959487
10.940	     0.959511
10.941	     0.959532
10.942	     0.959551
10.943	     0.959568
10.944	     0.959584
10.945	     0.959598
10.946	     0.959610
10.947	     0.959620
10.948	     0.959627
10.949	     0.959631
10.950	     0.959632
10.951	     0.959630
10.952	     0.959623
10.953	     0.959613
10.954	     0.959600
10.955	     0.959583
10.956	     0.959563
10.957	     0.959539
10.958	     0.959513
10.959	     0.959484
10.960	     0.959451
10.961	     0.959416
10.962	     0.959377
10.963	     0.959336
10.964	     0.959291
10.965	     0.959244
10.966	     0.959193
10.967	     0.959139
10.968	     0.959081
10.969	     0.959020
10.970	     0.958956
10.971	     0.958889
10.972	     0.958819
10.973	     0.958748
10.974	     0.958674
10.975	     0.958598
10.976	     0.958521
10.977	     0.958442
10.978	     0.958361
10.979	     0.958277
10.980	     0.958190
10.981	     0.958101
10.982	     0.958010
10.983	     0.957917
10.984	     0.957823
10.985	     0.957727
10.986	     0.957630
10.987	     0.957533
10.988	     0.957434
10.989	     0.957336
10.990	     0.957236
10.991	     0.957135
10.992	     0.957033
10.993	     0.956929
10.994	     0.956824
10.995	     0.956718
10.996	     0.956612
10.997	     0.956505
10.998	     0.956397
10.999	     0.956290
11.000	     0.956182
11.001	     0.956074
11.002	     0.955966
11.003	     0.955858
11.004	     0.955748
11.005	     0.955639
11.006	     0.955529
11.007	     0.955419
11.008	     0.955308
11.009	     0.955197
11.010	     0.955086
11.011	     0.954975
11.012	     0.954863
11.013	     0.954752
11.014	     0.954640
11.015	     0.954529
11.016	     0.954417
11.017	     0.954305
11.018	     0.954193
11.019	     0.954081
11.020	     0.953968
11.021	     0.953856
11.022	     0.953743
11.023	     0.953630
11.024	     0.953516
11.025	     0.953402
11.026	     0.953288
11.027	     0.953174
11.028	     0.953060
11.029	     0.952946
11.030	     0.952831
11.031	     0.952716
11.032	     0.952601
11.033	     0.952485
11.034	     0.952369
11.035	     0.952253
11.036	     0.952136
11.037	     0.952019
11.038	     0.951901
11.039	     0.951783
11.040	     0.951664
11.041	     0.951545
11.042	     0.951426
11.043	     0.951306
11.044	     0.951186
11.045	     0.951066
11.046	     0.950945
11.047	     0.950824
11.048	     0.950702
11.049	     0.950580
11.050	     0.950458
11.051	     0.950335
11.052	     0.950212
11.053	     0.950088
11.054	     0.949964
11.055	     0.949839
11.056	     0.949714
11.057	     0.949589
11.058	     0.949464
11.059	     0.949339
11.060	     0.949215
11.061	     0.949091
11.062	     0.948967
11.063	     0.948843
11.064	     0.948719
11.065	     0.948594
11.066	     0.948470
11.067	     0.948345
11.068	     0.948221
11.069	     0.948098
11.070	     0.947975
11.071	     0.947853
11.072	     0.947732
11.073	     0.947612
11.074	     0.947494
11.075	     0.947377
11.076	     0.947261
11.077	     0.947145
11.078	     0.947029
11.079	     0.946915
11.080	     0.946801
11.081	     0.946689
11.082	     0.946579
11.083	     0.946470
11.084	     0.946363
11.085	     0.946258
11.086	     0.946156
11.087	     0.946056
11.088	     0.945957
11.089	     0.945860
11.090	     0.945765
11.091	     0.945671
11.092	     0.945580
11.093	     0.945490
11.094	     0.945403
11.095	     0.945317
11.096	     0.945234
11.097	     0.945153
11.098	     0.945075
11.099	     0.945000
11.100	     0.944927
11.101	     0.944857
11.102	     0.944788
11.103	     0.944723
11.104	     0.944659
11.105	     0.944598
11.106	     0.944539
11.107	     0.944482
11.108	     0.944427
11.109	     0.944374
11.110	     0.944324
11.111	     0.944276
11.112	     0.944230
11.113	     0.944186
11.114	     0.944145
11.115	     0.944107
11.116	     0.944070
11.117	     0.944036
11.118	     0.944004
11.119	     0.943973
11.120	     0.943944
11.121	     0.943917
11.122	     0.943891
11.123	     0.943866
11.124	     0.943842
11.125	     0.943821
11.126	     0.943801
11.127	     0.943783
11.128	     0.943767
11.129	     0.943753
11.130	     0.943740
11.131	     0.943728
11.132	     0.943717
11.133	     0.943707
11.134	     0.943697
11.135	     0.943688
11.136	     0.943680
11.137	     0.943672
11.138	     0.943666
11.139	     0.943660
11.140	     0.943656
11.141	     0.943653
11.142	     0.943650
11.143	     0.943648
11.144	     0.943647
11.145	     0.943646
11.146	     0.943645
11.147	     0.943645
11.148	     0.943645
11.149	     0.943645
11.150	     0.943646
11.151	     0.943647
11.152	     0.943648
11.153	     0.943650
11.154	     0.943653
11.155	     0.943656
11.156	     0.943659
11.157	     0.943663
11.158	     0.943668
11.159	     0.943673
11.160	     0.943678
11.161	     0.943684
11.162	     0.943690
11.163	     0.943697
11.164	     0.943704
11.165	     0.943712
11.166	     0.943720
11.167	     0.943729
11.168	     0.943738
11.169	     0.943748
11.170	     0.943758
11.171	     0.943769
11.172	     0.943781
11.173	     0.943794
11.174	     0.943807
11.175	     0.943821
11.176	     0.943835
11.177	     0.943850
11.178	     0.943866
11.179	     0.943882
11.180	     0.943899
11.181	     0.943917
11.182	     0.943935
11.183	     0.943955
11.184	     0.943975
11.185	     0.943996
11.186	     0.944017
11.187	     0.944040
11.188	     0.944063
11.189	     0.944088
11.190	     0.944113
11.191	     0.944138
11.192	     0.944165
11.193	     0.944192
11.194	     0.944220
11.195	     0.944248
11.196	     0.944278
11.197	     0.944307
11.198	     0.944337
11.199	     0.944368
11.200	     0.944400
11.201	     0.944432
11.202	     0.944465
11.203	     0.944499
11.204	     0.944533
11.205	     0.944568
11.206	     0.944604
11.207	     0.944639
11.208	     0.944676
11.209	     0.944712
11.210	     0.944749
11.211	     0.944787
11.212	     0.944825
11.213	     0.944863
11.214	     0.944902
11.215	     0.944942
11.216	     0.944982
11.217	     0.945022
11.218	     0.945063
11.219	     0.945104
11.220	     0.945145
11.221	     0.945186
11.222	     0.945228
11.223	     0.945270
11.224	     0.945312
11.225	     0.945354
11.226	     0.945397
11.227	     0.945440
11.228	     0.945484
11.229	     0.945527
11.230	     0.945571
11.231	     0.945615
11.232	     0.945659
11.233	     0.945703
11.234	     0.945747
11.235	     0.945791
11.236	     0.945834
11.237	     0.945878
11.238	     0.945921
11.239	     0.945965
11.240	     0.946009
11.241	     0.946053
11.242	     0.946096
11.243	     0.946140
11.244	     0.946184
11.245	     0.946227
11.246	     0.946271
11.247	     0.946314
11.248	     0.946358
11.249	     0.946401
11.250	     0.946444
11.251	     0.946487
11.252	     0.946531
11.253	     0.946574
11.254	     0.946617
11.255	     0.946660
11.256	     0.946703
11.257	     0.946746
11.258	     0.946788
11.259	     0.946831
11.260	     0.946873
11.261	     0.946915
11.262	     0.946956
11.263	     0.946997
11.264	     0.947038
11.265	     0.947079
11.266	     0.947120
11.267	     0.947160
11.268	     0.947200
11.269	     0.947240
11.270	     0.947280
11.271	     0.947320
11.272	     0.947360
11.273	     0.947399
11.274	     0.947439
11.275	     0.947478
11.276	     0.947517
11.277	     0.947557
11.278	     0.947596
11.279	     0.947635
11.280	     0.947674
11.281	     0.947713
11.282	     0.947751
11.283	     0.947789
11.284	     0.947827
11.285	     0.947864
11.286	     0.947901
11.287	     0.947938
11.288	     0.947974
11.289	     0.948010
11.290	     0.948045
11.291	     0.948080
11.292	     0.948115
11.293	     0.948150
11.294	     0.948184
11.295	     0.948218
11.296	     0.948251
11.297	     0.948285
11.298	     0.948317
11.299	     0.948350
11.300	     0.948382
11.301	     0.948414
11.302	     0.948445
11.303	     0.948477
11.304	     0.948507
11.305	     0.948538
11.306	     0.948568
11.307	     0.948598
11.308	     0.948627
11.309	     0.948656
11.310	     0.948685
11.311	     0.948713
11.312	     0.948740
11.313	     0.948768
11.314	     0.948794
11.315	     0.948820
11.316	     0.948845
11.317	     0.948870
11.318	     0.948895
11.319	     0.948919
11.320	     0.948943
11.321	     0.948967
11.322	     0.948991
11.323	     0.949014
11.324	     0.949037
11.325	     0.949061
11.326	     0.949084
11.327	     0.949107
11.328	     0.949130
11.329	     0.949152
11.330	     0.949174
11.331	     0.949196
11.332	     0.949218
11.333	     0.949240
11.334	     0.949262
11.335	     0.949284
11.336	     0.949306
11.337	     0.949328
11.338	     0.949350
11.339	     0.949372
11.340	     0.949394
11.341	     0.949416
11.342	     0.949438
11.343	     0.949460
11.344	     0.949483
11.345	     0.949505
11.346	     0.949527
11.347	     0.949549
11.348	     0.949571
11.349	     0.949593
11.350	     0.949615
11.351	     0.949636
11.352	     0.949659
11.353	     0.949682
11.354	     0.949705
11.355	     0.949728
11.356	     0.949752
11.357	     0.949775
11.358	     0.949797
11.359	     0.949819
11.360	     0.949841
11.361	     0.949861
11.362	     0.949880
11.363	     0.949898
11.364	     0.949914
11.365	     0.949930
11.366	     0.949947
11.367	     0.949963
11.368	     0.949979
11.369	     0.949994
11.370	     0.950008
11.371	     0.950020
11.372	     0.950030
11.373	     0.950038
11.374	     0.950043
11.375	     0.950045
11.376	     0.950043
11.377	     0.950038
11.378	     0.950031
11.379	     0.950024
11.380	     0.950016
11.381	     0.950005
11.382	     0.949992
11.383	     0.949975
11.384	     0.949955
11.385	     0.949931
11.386	     0.949902
11.387	     0.949868
11.388	     0.949828
11.389	     0.949781
11.390	     0.949728
11.391	     0.949672
11.392	     0.949612
11.393	     0.949549
11.394	     0.949481
11.395	     0.949408
11.396	     0.949330
11.397	     0.949246
11.398	     0.949155
11.399	     0.949058
11.400	     0.948952
11.401	     0.948839
11.402	     0.948717
11.403	     0.948586
11.404	     0.948449
11.405	     0.948307
11.406	     0.948158
11.407	     0.948003
11.408	     0.947841
11.409	     0.947670
11.410	     0.947492
11.411	     0.947305
11.412	     0.947109
11.413	     0.946904
11.414	     0.946689
11.415	     0.946463
11.416	     0.946226
11.417	     0.945981
11.418	     0.945728
11.419	     0.945466
11.420	     0.945195
11.421	     0.944915
11.422	     0.944625
11.423	     0.944326
11.424	     0.944018
11.425	     0.943699
11.426	     0.943370
11.427	     0.943030
11.428	     0.942680
11.429	     0.942319
11.430	     0.941948
11.431	     0.941566
11.432	     0.941174
11.433	     0.940771
11.434	     0.940359
11.435	     0.939937
11.436	     0.939505
11.437	     0.939063
11.438	     0.938612
11.439	     0.938152
11.440	     0.937682
11.441	     0.937204
11.442	     0.936716
11.443	     0.936217
11.444	     0.935706
11.445	     0.935184
11.446	     0.934652
11.447	     0.934111
11.448	     0.933561
11.449	     0.933004
11.450	     0.932439
11.451	     0.931867
11.452	     0.931290
11.453	     0.930708
11.454	     0.930121
11.455	     0.929530
11.456	     0.928931
11.457	     0.928321
11.458	     0.927703
11.459	     0.927076
11.460	     0.926444
11.461	     0.925806
11.462	     0.925165
11.463	     0.924521
11.464	     0.923876
11.465	     0.923231
11.466	     0.922587
11.467	     0.921946
11.468	     0.921309
11.469	     0.920670
11.470	     0.920025
11.471	     0.919375
11.472	     0.918723
11.473	     0.918070
11.474	     0.917418
11.475	     0.916768
11.476	     0.916122
11.477	     0.915481
11.478	     0.914848
11.479	     0.914223
11.480	     0.913609
11.481	     0.913007
11.482	     0.912412
11.483	     0.911819
11.484	     0.911229
11.485	     0.910644
11.486	     0.910064
11.487	     0.909492
11.488	     0.908928
11.489	     0.908375
11.490	     0.907834
11.491	     0.907306
11.492	     0.906793
11.493	     0.906297
11.494	     0.905818
11.495	     0.905356
11.496	     0.904904
11.497	     0.904462
11.498	     0.904033
11.499	     0.903615
11.500	     0.903212
11.501	     0.902822
11.502	     0.902448
11.503	     0.902089
11.504	     0.901747
11.505	     0.901423
11.506	     0.901117
11.507	     0.900831
11.508	     0.900564
11.509	     0.900314
11.510	     0.900081
11.511	     0.899865
11.512	     0.899665
11.513	     0.899482
11.514	     0.899316
11.515	     0.899167
11.516	     0.899034
11.517	     0.898918
11.518	     0.898820
11.519	     0.898738
11.520	     0.898673
11.521	     0.898625
11.522	     0.898596
11.523	     0.898585
11.524	     0.898593
11.525	     0.898618
11.526	     0.898660
11.527	     0.898718
11.528	     0.898792
11.529	     0.898881
11.530	     0.898985
11.531	     0.899101
11.532	     0.899231
11.533	     0.899374
11.534	     0.899528
11.535	     0.899696
11.536	     0.899881
11.537	     0.900082
11.538	     0.900298
11.539	     0.900527
11.540	     0.900771
11.541	     0.901027
11.542	     0.901295
11.543	     0.901574
11.544	     0.901864
11.545	     0.902163
11.546	     0.902471
11.547	     0.902787
11.548	     0.903111
11.549	     0.903448
11.550	     0.903797
11.551	     0.904158
11.552	     0.904529
11.553	     0.904911
11.554	     0.905302
11.555	     0.905702
11.556	     0.906111
11.557	     0.906528
11.558	     0.906951
11.559	     0.907382
11.560	     0.907818
11.561	     0.908260
11.562	     0.908710
11.563	     0.909169
11.564	     0.909637
11.565	     0.910113
11.566	     0.910596
11.567	     0.911087
11.568	     0.911585
11.569	     0.912089
11.570	     0.912599
11.571	     0.913114
11.572	     0.913635
11.573	     0.914160
11.574	     0.914689
11.575	     0.915224
11.576	     0.915766
11.577	     0.916315
11.578	     0.916871
11.579	     0.917432
11.580	     0.917999
11.581	     0.918571
11.582	     0.919147
11.583	     0.919727
11.584	     0.920311
11.585	     0.920897
11.586	     0.921486
11.587	     0.922077
11.588	     0.922670
11.589	     0.923269
11.590	     0.923872
11.591	     0.924481
11.592	     0.925094
11.593	     0.925710
11.594	     0.926329
11.595	     0.926949
11.596	     0.927572
11.597	     0.928194
11.598	     0.928817
11.599	     0.929439
11.600	     0.930060
11.601	     0.930679
11.602	     0.931299
11.603	     0.931921
11.604	     0.932546
11.605	     0.933173
11.606	     0.933800
11.607	     0.934427
11.608	     0.935053
11.609	     0.935678
11.610	     0.936300
11.611	     0.936919
11.612	     0.937535
11.613	     0.938145
11.614	     0.938750
11.615	     0.939351
11.616	     0.939950
11.617	     0.940549
11.618	     0.941146
11.619	     0.941740
11.620	     0.942332
11.621	     0.942919
11.622	     0.943502
11.623	     0.944080
11.624	     0.944652
11.625	     0.945217
11.626	     0.945774
11.627	     0.946324
11.628	     0.946864
11.629	     0.947398
11.630	     0.947927
11.631	     0.948452
11.632	     0.948971
11.633	     0.949483
11.634	     0.949989
11.635	     0.950488
11.636	     0.950980
11.637	     0.951463
11.638	     0.951938
11.639	     0.952404
11.640	     0.952860
11.641	     0.953306
11.642	     0.953742
11.643	     0.954170
11.644	     0.954591
11.645	     0.955003
11.646	     0.955407
11.647	     0.955802
11.648	     0.956189
11.649	     0.956567
11.650	     0.956936
11.651	     0.957295
11.652	     0.957645
11.653	     0.957985
11.654	     0.958316
11.655	     0.958636
11.656	     0.958947
11.657	     0.959247
11.658	     0.959538
11.659	     0.959819
11.660	     0.960091
11.661	     0.960354
11.662	     0.960607
11.663	     0.960852
11.664	     0.961087
11.665	     0.961314
11.666	     0.961533
11.667	     0.961743
11.668	     0.961945
11.669	     0.962139
11.670	     0.962323
11.671	     0.962497
11.672	     0.962661
11.673	     0.962817
11.674	     0.962963
11.675	     0.963102
11.676	     0.963233
11.677	     0.963356
11.678	     0.963472
11.679	     0.963581
11.680	     0.963684
11.681	     0.963781
11.682	     0.963872
11.683	     0.963957
11.684	     0.964034
11.685	     0.964101
11.686	     0.964161
11.687	     0.964214
11.688	     0.964260
11.689	     0.964300
11.690	     0.964334
11.691	     0.964363
11.692	     0.964388
11.693	     0.964409
11.694	     0.964427
11.695	     0.964442
11.696	     0.964455
11.697	     0.964464
11.698	     0.964466
11.699	     0.964463
11.700	     0.964454
11.701	     0.964441
11.702	     0.964424
11.703	     0.964404
11.704	     0.964382
11.705	     0.964357
11.706	     0.964331
11.707	     0.964304
11.708	     0.964277
11.709	     0.964251
11.710	     0.964224
11.711	     0.964196
11.712	     0.964164
11.713	     0.964130
11.714	     0.964094
11.715	     0.964056
11.716	     0.964018
11.717	     0.963979
11.718	     0.963940
11.719	     0.963902
11.720	     0.963864
11.721	     0.963828
11.722	     0.963794
11.723	     0.963763
11.724	     0.963734
11.725	     0.963705
11.726	     0.963677
11.727	     0.963649
11.728	     0.963622
11.729	     0.963595
11.730	     0.963570
11.731	     0.963546
11.732	     0.963524
11.733	     0.963503
11.734	     0.963484
11.735	     0.963467
11.736	     0.963453
11.737	     0.963441
11.738	     0.963432
11.739	     0.963424
11.740	     0.963419
11.741	     0.963415
11.742	     0.963413
11.743	     0.963413
11.744	     0.963415
11.745	     0.963418
11.746	     0.963423
11.747	     0.963430
11.748	     0.963438
11.749	     0.963447
11.750	     0.963457
11.751	     0.963469
11.752	     0.963483
11.753	     0.963499
11.754	     0.963517
11.755	     0.963537
11.756	     0.963559
11.757	     0.963582
11.758	     0.963606
11.759	     0.963631
11.760	     0.963656
11.761	     0.963682
11.762	     0.963708
11.763	     0.963733
11.764	     0.963758
11.765	     0.963782
11.766	     0.963807
11.767	     0.963833
11.768	     0.963860
11.769	     0.963887
11.770	     0.963915
11.771	     0.963943
11.772	     0.963970
11.773	     0.963997
11.774	     0.964024
11.775	     0.964049
11.776	     0.964074
11.777	     0.964096
11.778	     0.964117
11.779	     0.964137
11.780	     0.964156
11.781	     0.964174
11.782	     0.964193
11.783	     0.964211
11.784	     0.964227
